,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
241,male,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,bank transfer,109.2,7878.3,no
242,female,0,yes,yes,41,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card,74.7,3187.65,no
243,female,1,yes,no,65,yes,no,fiber optic,yes,yes,yes,no,no,yes,month,no,electronic,94.4,6126.15,no
244,female,1,no,no,13,yes,no,dsl,no,yes,yes,no,no,no,month,yes,electronic,54.8,731.3,no
245,male,1,no,no,4,yes,no,fiber optic,yes,no,no,no,no,no,month,no,electronic,75.35,273.4,no
246,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed,65.0,2531.8,no
247,male,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month,yes,electronic,74.4,1074.3,yes
248,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month,yes,mailed,48.55,48.55,yes
249,male,0,no,no,42,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic,99.0,4298.45,no
250,female,0,yes,no,51,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic,93.5,4619.55,no
251,female,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month,no,electronic,70.4,147.15,yes
252,male,1,yes,no,1,no,no,dsl,no,yes,no,no,yes,no,month,no,electronic,40.2,40.2,yes
253,male,0,no,yes,32,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card,83.7,2633.3,no
254,male,0,no,no,10,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.85,193.05,no
255,female,0,yes,yes,67,no,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic,59.55,4103.9,no
256,female,0,yes,yes,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card,115.1,7008.15,no
257,male,0,no,no,50,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card,114.35,5791.1,no
258,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month,yes,credit card,44.6,80.55,yes
259,female,1,yes,no,29,no,no,dsl,yes,no,yes,no,no,yes,month,yes,electronic,45.0,1228.65,no
260,male,1,no,no,3,no,no,dsl,no,no,yes,no,no,yes,month,yes,electronic,41.15,132.2,yes
261,male,1,no,no,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,106.9,1364.3,yes
262,male,1,yes,no,57,yes,yes,fiber optic,no,yes,no,no,no,yes,month,yes,electronic,89.85,4925.35,no
263,female,0,no,no,31,no,no,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer,49.85,1520.1,no
264,female,0,yes,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed,113.3,5032.25,no
265,female,0,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed,88.1,5526.75,no
266,male,0,no,no,50,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,24.9,1195.25,no
267,female,1,no,no,19,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month,yes,mailed,105.0,2007.25,no
268,male,0,no,no,59,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.35,1099.6,yes
269,female,0,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,24.25,1732.95,no
270,female,1,no,no,16,yes,no,fiber optic,no,no,no,yes,yes,yes,month,yes,electronic,94.45,1511.2,yes
271,male,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,electronic,59.75,3450.15,no
272,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month,no,bank transfer,24.8,24.8,yes
273,male,1,yes,no,20,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month,no,electronic,107.05,2172.05,no
274,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,no,mailed,70.6,70.6,yes
275,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,yes,no,no,month,yes,electronic,85.4,401.1,yes
276,female,0,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,105.05,5624.85,yes
277,male,1,yes,no,21,yes,no,dsl,yes,yes,no,no,no,yes,month,yes,bank transfer,64.95,1339.8,no
278,male,0,no,no,14,no,no,dsl,no,no,yes,yes,yes,yes,month,yes,electronic,55.0,771.95,no
279,female,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month,no,bank transfer,50.55,244.75,no
280,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month,no,mailed,55.15,322.9,no
281,female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month,no,electronic,51.2,498.25,no
282,female,0,no,yes,1,yes,yes,no,no,no,no,no,no,no,month,no,mailed,25.4,25.4,no
283,female,0,no,no,68,yes,yes,dsl,yes,no,no,no,no,no,month,no,mailed,54.45,3687.75,no
284,male,0,yes,yes,18,yes,no,fiber optic,no,no,yes,no,yes,yes,month,no,mailed,95.15,1779.95,yes
285,female,0,no,no,22,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,credit card,76.0,1783.6,no
286,female,0,no,no,20,yes,no,dsl,no,no,no,no,no,no,month,yes,electronic,44.35,927.15,no
287,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,no,electronic,70.0,70.0,yes
288,male,1,no,no,8,yes,no,fiber optic,no,yes,no,no,no,no,month,yes,electronic,74.5,606.55,yes
289,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month,yes,credit card,44.85,435.4,yes
290,male,1,no,no,24,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,76.1,1712.7,yes
291,male,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,mailed,61.2,2021.2,no
292,male,0,yes,yes,23,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,no,mailed,86.8,1940.8,no
293,female,1,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,89.35,567.8,no
294,female,0,no,no,12,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.7,220.35,no
295,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.25,20.25,no
296,female,0,yes,yes,71,yes,no,fiber optic,no,no,yes,no,no,no,two year,no,electronic,76.05,5436.45,no
297,male,1,yes,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,100.8,3437.5,no
298,male,0,yes,yes,40,yes,yes,dsl,no,no,yes,no,yes,yes,month,yes,electronic,74.55,3015.75,no
299,female,0,no,yes,1,yes,no,fiber optic,yes,no,no,no,no,no,month,yes,mailed,73.6,73.6,yes
300,male,0,no,no,23,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer,64.9,1509.8,no
301,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,95.45,396.1,yes
302,male,0,no,no,4,yes,no,fiber optic,no,no,yes,yes,no,yes,month,yes,electronic,90.4,356.65,no
303,female,0,yes,yes,68,no,no,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card,60.3,4109.0,no
304,male,0,no,yes,38,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,mailed,81.85,3141.7,no
305,male,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,24.8,1229.1,no
306,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,74.9,2303.35,yes
307,male,0,yes,yes,29,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed,75.55,2054.4,no
308,male,1,yes,yes,38,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,no,electronic,101.15,3741.85,no
309,male,0,no,yes,48,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card,78.75,3682.45,no
310,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,bank transfer,19.25,19.25,no
311,female,0,no,no,22,yes,no,fiber optic,yes,no,no,yes,no,yes,month,yes,electronic,89.05,1886.25,no
312,female,0,no,no,43,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card,115.05,4895.1,no
313,female,1,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.35,341.6,no
314,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,electronic,80.6,415.55,yes
315,male,0,yes,yes,51,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card,110.05,5686.4,no
316,male,0,no,no,71,yes,no,no,no,no,no,no,no,no,two year,yes,credit card,19.9,1355.1,no
317,female,0,yes,yes,38,yes,no,dsl,yes,yes,no,yes,yes,yes,one year,no,credit card,80.3,3058.65,yes
318,male,1,yes,no,24,yes,no,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,93.15,2231.05,yes
319,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,yes,yes,no,month,yes,credit card,91.5,3236.35,no
320,female,1,no,no,54,yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,no,bank transfer,82.45,4350.1,yes
321,female,0,yes,yes,72,no,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic,60.0,4264.0,no
322,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month,yes,electronic,44.8,44.8,no
323,female,0,yes,yes,9,yes,no,dsl,yes,no,no,no,no,no,one year,no,mailed,48.6,422.3,no
324,male,0,no,no,69,no,no,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer,60.05,4176.7,no
325,female,0,yes,no,52,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month,yes,credit card,102.7,5138.1,no
326,female,1,yes,no,11,yes,no,fiber optic,no,no,no,yes,yes,no,month,yes,electronic,82.9,880.05,no
327,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,70.35,139.05,yes
328,female,1,yes,yes,28,no,no,dsl,no,no,no,no,yes,no,month,yes,electronic,35.9,973.65,no
329,female,1,no,no,17,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,credit card,82.65,1470.05,no
330,female,0,yes,yes,35,yes,no,no,no,no,no,no,no,no,two year,yes,mailed,19.85,739.35,no
331,female,0,no,no,8,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,19.2,161.95,no
332,male,0,no,no,46,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card,94.9,4422.95,no
333,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,73.85,511.25,yes
334,female,0,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month,no,mailed,80.6,155.8,yes
335,male,0,yes,yes,68,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer,75.8,5293.95,yes
336,female,0,no,no,43,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic,104.6,4759.85,yes
337,female,0,no,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic,88.15,6148.45,no
338,female,0,no,no,36,yes,no,fiber optic,no,yes,no,no,yes,yes,month,yes,credit card,94.8,3565.65,no
339,male,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,103.4,6603.0,yes
340,female,1,no,no,32,yes,no,dsl,no,yes,no,yes,no,no,month,no,bank transfer,54.65,1830.1,no
341,female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card,85.75,6223.8,no
342,female,0,yes,yes,66,yes,yes,dsl,yes,yes,yes,no,no,no,month,yes,bank transfer,67.45,4508.65,no
343,male,0,no,no,63,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.5,1328.15,no
344,female,0,no,yes,41,yes,no,no,no,no,no,no,no,no,one year,yes,credit card,20.25,865.0,no
345,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,72.1,72.1,no
346,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,90.4,168.2,yes
347,female,0,yes,no,70,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,19.45,1303.5,no
348,female,0,no,no,23,no,no,dsl,no,no,no,no,yes,yes,month,yes,electronic,44.95,996.85,no
349,female,1,yes,no,64,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,no,bank transfer,97.0,6430.9,no
350,male,0,yes,yes,37,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card,62.8,2278.75,no
351,male,0,no,yes,17,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed,44.6,681.4,no
352,female,1,no,no,7,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,89.15,574.35,no
353,male,0,yes,yes,4,yes,yes,fiber optic,no,yes,yes,no,no,no,month,yes,bank transfer,84.8,371.9,yes
354,female,1,no,no,21,no,no,dsl,yes,no,no,no,yes,no,month,yes,electronic,41.9,840.1,yes
355,female,0,no,no,10,yes,no,fiber optic,no,no,no,no,no,yes,month,yes,bank transfer,80.25,846.0,yes
356,female,1,no,no,16,yes,yes,dsl,yes,no,no,no,no,no,month,yes,electronic,54.1,889.0,no
357,male,0,yes,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic,105.25,6823.4,no
358,male,1,yes,no,27,no,no,dsl,yes,no,no,no,no,no,month,no,credit card,30.75,805.1,yes
359,male,0,yes,yes,42,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,no,electronic,97.1,4016.75,no
360,male,0,no,yes,5,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.2,83.75,no
361,female,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer,98.8,3959.15,no
362,male,0,yes,no,58,yes,no,dsl,no,no,yes,no,no,no,one year,no,credit card,50.3,2878.55,no
363,female,0,no,no,47,yes,no,no,no,no,no,no,no,no,two year,yes,mailed,20.55,945.7,no
364,male,0,no,no,18,yes,no,fiber optic,no,no,no,yes,no,no,month,yes,bank transfer,75.9,1373.05,no
365,male,0,no,no,5,yes,no,fiber optic,no,no,yes,no,yes,yes,month,no,bank transfer,96.5,492.55,yes
366,male,0,yes,no,23,yes,no,dsl,yes,no,no,no,no,yes,month,yes,bank transfer,59.95,1406.0,no
367,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.15,19.15,no
368,male,0,yes,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card,98.65,6962.85,no
369,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,112.6,8126.65,no
370,male,0,yes,yes,33,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.6,690.25,no
371,male,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month,yes,electronic,85.65,181.5,yes
372,male,0,no,yes,24,no,no,dsl,yes,no,no,yes,no,no,two year,no,mailed,35.75,830.8,no
373,female,0,yes,yes,56,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,yes,credit card,99.75,5608.4,no
374,male,0,no,no,37,yes,no,fiber optic,no,yes,no,no,yes,yes,month,yes,credit card,96.1,3646.8,no
375,female,0,no,no,43,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card,85.1,3662.25,no
376,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month,no,mailed,25.35,25.35,no
377,female,0,yes,no,25,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month,yes,bank transfer,104.95,2566.5,yes
378,female,0,no,no,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic,89.65,5308.7,no
379,male,0,no,no,17,yes,yes,fiber optic,no,no,yes,yes,no,no,one year,no,electronic,86.75,1410.25,no
380,female,0,yes,no,41,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer,86.2,3339.05,no
381,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month,no,mailed,50.65,50.65,yes
382,male,1,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,64.8,4732.35,no
383,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,yes,month,yes,credit card,90.85,90.85,yes
384,male,0,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,108.1,5067.45,no
385,male,1,yes,no,11,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.95,214.75,yes
386,female,1,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,no,no,month,yes,electronic,85.45,4874.7,yes
387,female,0,no,no,42,no,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic,54.75,2348.45,no
388,male,0,no,no,44,yes,yes,fiber optic,no,no,yes,no,no,yes,month,yes,mailed,90.4,4063.0,no
389,male,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month,no,electronic,44.0,44.0,no
390,female,0,no,no,27,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,bank transfer,95.6,2595.25,no
391,male,1,yes,no,27,yes,yes,dsl,no,yes,yes,yes,yes,yes,month,yes,bank transfer,84.8,2309.55,no
392,female,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month,yes,electronic,44.3,89.3,no
393,female,0,no,no,19,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.9,367.55,no
394,female,1,yes,no,42,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,95.05,3944.5,no
395,female,0,no,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,90.05,5965.95,no
396,male,1,yes,no,33,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month,yes,bank transfer,109.9,3694.7,no
397,female,0,no,no,34,yes,no,fiber optic,no,yes,no,no,no,no,month,yes,credit card,73.95,2524.45,yes
398,male,1,no,no,33,no,no,dsl,no,no,yes,yes,yes,yes,month,yes,electronic,54.6,1803.7,no
399,female,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.05,415.1,no
400,female,0,no,no,32,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.75,624.15,no
401,female,0,no,no,11,yes,no,no,no,no,no,no,no,no,one year,no,credit card,20.05,237.7,no
402,male,0,yes,yes,69,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,credit card,99.45,7007.6,yes
403,female,0,yes,no,68,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer,55.9,3848.8,no
404,male,0,no,no,20,yes,no,no,no,no,no,no,no,no,two year,yes,mailed,19.7,419.4,no
405,male,0,no,no,72,yes,no,no,no,no,no,no,no,no,two year,yes,credit card,19.8,1468.75,no
406,male,0,yes,yes,60,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,yes,bank transfer,95.4,5812.0,no
407,male,1,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,yes,month,yes,mailed,93.95,2861.45,no
408,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.9,19.9,yes
409,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.6,19.6,yes
410,male,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,electronic,81.35,233.7,yes
411,female,0,yes,no,46,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer,24.45,1066.15,no
412,female,0,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,74.95,2149.05,no
413,male,0,no,no,51,yes,yes,fiber optic,no,yes,yes,yes,no,no,month,yes,electronic,87.35,4473.0,no
414,female,1,yes,no,48,yes,no,fiber optic,no,no,no,no,no,no,month,yes,bank transfer,70.65,3545.05,no
415,female,0,yes,yes,16,yes,no,fiber optic,no,yes,no,no,no,no,month,no,bank transfer,73.25,1195.75,no
416,male,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,no,yes,two year,yes,bank transfer,98.7,6858.9,no
417,female,0,yes,yes,40,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed,24.8,1024.7,no
418,female,0,yes,yes,22,yes,no,fiber optic,no,yes,no,no,no,yes,month,no,electronic,83.3,1845.9,yes
419,female,1,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month,yes,bank transfer,75.3,75.3,yes
420,female,0,yes,yes,5,yes,yes,no,no,no,no,no,no,no,month,yes,mailed,24.3,132.25,no
421,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month,yes,bank transfer,69.85,515.45,no
422,male,0,no,yes,29,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,no,credit card,100.55,2830.45,no
423,male,0,yes,yes,44,yes,yes,no,no,no,no,no,no,no,one year,no,mailed,25.7,1110.5,no
424,female,0,no,no,10,no,no,dsl,yes,yes,yes,no,no,no,month,no,bank transfer,40.7,449.3,no
425,female,1,yes,no,55,yes,yes,dsl,no,no,no,no,no,no,month,no,bank transfer,51.65,2838.55,no
426,male,1,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer,105.1,5376.4,no
427,female,0,yes,yes,10,yes,yes,fiber optic,no,no,no,no,no,yes,month,no,electronic,85.95,858.6,no
428,male,0,no,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,bank transfer,75.6,1395.05,no
429,female,0,yes,no,68,yes,yes,dsl,yes,no,no,yes,no,no,one year,no,bank transfer,58.25,3975.7,no
430,female,0,yes,yes,61,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.4,1182.55,yes
431,female,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,65.2,4784.45,no
432,male,0,no,no,2,yes,no,dsl,yes,no,yes,no,no,no,month,no,electronic,53.45,119.5,no
433,male,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month,yes,bank transfer,45.4,518.9,yes
434,male,0,yes,no,41,yes,no,no,no,no,no,no,no,no,two year,yes,electronic,19.75,899.45,no
435,female,0,no,no,26,no,no,dsl,no,no,yes,yes,yes,no,month,yes,credit card,44.45,1183.8,no
436,male,0,yes,no,36,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.85,720.05,no
437,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,114.05,8468.2,no
438,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,yes,no,yes,month,yes,bank transfer,89.85,3161.2,no
439,male,0,no,no,1,yes,no,dsl,no,no,yes,yes,no,no,month,no,mailed,55.05,55.05,no
440,female,0,yes,yes,16,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month,yes,electronic,112.95,1882.55,no
441,female,1,no,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month,no,credit card,101.55,5070.4,no
442,female,0,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,mailed,114.65,6049.5,no
443,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,yes,month,no,electronic,64.8,1166.7,no
444,female,0,yes,no,36,yes,no,fiber optic,no,no,no,no,no,yes,month,no,electronic,80.4,2937.65,no
445,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,105.9,6396.45,yes
446,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,no,mailed,69.55,69.55,yes
447,female,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,25.05,1270.25,no
448,male,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,94.75,759.55,no
449,male,0,yes,yes,72,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer,105.5,7611.55,no
450,female,0,no,no,64,yes,yes,no,no,no,no,no,no,no,one year,no,mailed,24.7,1642.75,no
451,female,1,no,no,22,yes,no,dsl,yes,no,yes,yes,no,yes,month,yes,mailed,69.75,1545.4,no
452,male,0,yes,no,60,no,no,dsl,no,yes,yes,yes,yes,yes,month,yes,bank transfer,60.2,3582.4,no
453,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,yes,month,yes,electronic,81.05,2227.1,yes
454,female,0,yes,no,61,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,24.4,1417.9,no
455,female,0,no,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,104.15,2494.65,no
456,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,yes,yes,no,one year,no,bank transfer,92.9,2768.35,no
457,female,0,yes,yes,30,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer,80.8,2369.3,no
458,male,0,yes,no,2,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.0,38.0,no
459,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.1,75.1,no
460,male,0,no,yes,6,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.65,100.9,no
461,female,0,yes,no,24,yes,no,dsl,no,yes,no,no,yes,yes,month,yes,bank transfer,69.45,1614.05,no
462,male,0,yes,yes,4,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,no,electronic,101.15,385.9,yes
463,male,0,no,no,7,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,99.8,673.25,yes
464,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,116.05,8404.9,no
465,male,0,no,no,70,no,no,dsl,no,no,no,yes,no,yes,two year,yes,mailed,40.05,2799.75,no
466,male,1,yes,no,64,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,electronic,102.1,6538.45,no
467,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,electronic,89.7,6588.95,no
468,female,0,no,yes,44,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.9,868.1,no
469,female,0,yes,yes,13,yes,no,dsl,no,no,no,no,no,yes,month,no,electronic,55.95,734.35,yes
470,female,1,no,no,17,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.65,330.6,no
471,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month,yes,electronic,55.0,55.0,yes
472,male,0,yes,no,9,yes,no,dsl,no,no,yes,no,yes,yes,month,yes,mailed,70.05,564.4,no
473,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,no,no,month,no,mailed,53.6,1315.35,no
474,female,0,yes,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month,yes,electronic,74.7,74.7,yes
475,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,electronic,80.25,1861.5,yes
476,male,1,yes,yes,35,yes,no,dsl,no,yes,no,yes,yes,yes,month,yes,electronic,76.05,2747.2,no
